Node,Interface,Status,Deployed_EPGs,Interface_Profile,Selector,Policy_Group,Switch_Profile
1006,eth1/21,down,None (Unbound),ISQ-RPTSQL-03_P2_ifp,eth,accbundle-ISQ-RPTSQL-03_P2_ifpg,1006
1006,eth1/22,down,None (Unbound),ISQ-RPTSQL-03_P2_ifp,eth,accbundle-ISQ-RPTSQL-03_P2_ifpg,1006
1006,eth1/15,down,None (Unbound),ISQ-BCDB-03_P2_ifp,eth,accbundle-ISQ-BCDB-03_P2_ifpg,1006
1006,eth1/16,down,None (Unbound),ISQ-BCDB-03_P2_ifp,eth,accbundle-ISQ-BCDB-03_P2_ifpg,1006
1006,eth1/31,down,None (Unbound),W7XPRCONOPW01,W7XPRCONOPW01_ifp,accbundle-W7XPRCONOPW01,1006
1006,eth1/32,down,None (Unbound),W7XPRCONOPW01,W7XPRCONOPW01_ifp,accbundle-W7XPRCONOPW01,1006
1006,eth1/25,down,None (Unbound),ISQ-RPTSQL-04_P2_ifpg,eth,accbundle-ISQ-RPTSQL-04_P2_ifpg,1006
1006,eth1/26,down,None (Unbound),ISQ-RPTSQL-04_P2_ifpg,eth,accbundle-ISQ-RPTSQL-04_P2_ifpg,1006
1006,eth1/13,down,None (Unbound),ISQ-BCDB-03_P1_ifp,eth,accbundle-ISQ-BCDB-03_P1_ifpg,1006
1006,eth1/14,down,None (Unbound),ISQ-BCDB-03_P1_ifp,eth,accbundle-ISQ-BCDB-03_P1_ifpg,1006
1006,eth1/7,down,None (Unbound),W7XPRABBYPW02_P1_ifp,eth,accbundle-W7XPRABBYPW02_P1_ifpg,1006
1006,eth1/8,down,None (Unbound),W7XPRABBYPW02_P1_ifp,eth,accbundle-W7XPRABBYPW02_P1_ifpg,1006
1006,eth1/5,down,None (Unbound),W7XPRABBYPW01_P1_ifp,eth,accbundle-W7XPRABBYPW01_P1_ifpg,1006
1006,eth1/6,down,None (Unbound),W7XPRABBYPW01_P1_ifp,eth,accbundle-W7XPRABBYPW01_P1_ifpg,1006
1006,eth1/1,down,None (Unbound),W7XADNBCK02_P1_ifp,eth,accbundle-W7XADNBCK02_P1_ifpg,1006
1006,eth1/2,down,None (Unbound),W7XADNBCK02_P1_ifp,eth,accbundle-W7XADNBCK02_P1_ifpg,1006
1005,eth1/12,down,Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0,Access_Vlan11_ifp,eth,accportgrp-Access_Vlan10_ifpg,1005
1005,eth1/46,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,W7X-WFS-09_CIMC_ifp,W7X-WFS-09_CIMC,accportgrp-1gbps_standard,1005
1005,eth1/43,up,Production-TNT/Network-Centric_ANP/VLAN194_192.168.4.0,Cisco_Chassis_MGMT,Cisco_Chassis_MGMT,accportgrp-Access_Vlan194_ifpg,1005
1005,eth1/49,down,Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0,Access_Vlan11_10Gb_ifp,Access_Vlan11_10Gb,accportgrp-Access_VLAN11_10Gb,1005
1005,eth1/3,down,Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0 | Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0 | Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/4,down,Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN95_10.9.5.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/5,down,Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0 | Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN95_10.9.5.0 | Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/6,down,Production-TNT/Network-Centric_ANP/VLAN95_10.9.5.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0 | Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/7,down,Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0 | Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN95_10.9.5.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0 | Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/8,down,Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0 | Production-TNT/Network-Centric_ANP/VLAN95_10.9.5.0 | Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0 | Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0 | Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/9,down,Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0 | Production-TNT/Network-Centric_ANP/VLAN95_10.9.5.0 | Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0 | Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/10,down,Production-TNT/Network-Centric_ANP/VLAN101_10.4.50.0 | Production-TNT/Network-Centric_ANP/VLAN15_10.25.10.0 | Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0 | Production-TNT/Network-Centric_ANP/VLAN172_172.1.1.0 | Production-TNT/Network-Centric_ANP/VLAN51_10.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN11_10.4.6.0 | Production-TNT/Network-Centric_ANP/VLAN79_10.7.9.0 | Production-TNT/Network-Centric_ANP/VLAN10_10.4.1.0 | Production-TNT/Network-Centric_ANP/VLAN19_10.7.2.0 | Production-TNT/Network-Centric_ANP/VLAN13_10.25.20.0 | Production-TNT/Network-Centric_ANP/VLAN73_10.7.3.0 | Production-TNT/Network-Centric_ANP/VLAN16_10.6.1.0 | Production-TNT/Network-Centric_ANP/VLAN14_172.5.1.0 | Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0 | Production-TNT/Network-Centric_ANP/VLAN18_10.6.2.0 | Production-TNT/Network-Centric_ANP/VLAN75_10.7.5.0,F5_ifp,F5,accportgrp-Standalone_ESXI,1005
1005,eth1/25,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/26,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/27,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/28,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/29,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/30,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/31,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/32,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/33,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/34,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/35,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/36,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/37,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/38,down,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/39,down,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/40,down,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/41,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1005,eth1/42,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,LEAF1005-DRAC,LEAF1005-DRAC,accportgrp-IDRAC,1005
1007,eth1/39,up,Production-TNT/Network-Centric_ANP/VLAN197_192.168.7.0,ifp-L1007-access-STND-auto,L1007-P39-APC2-Cohesity,accportgrp-ifpg-STND-access-auto,1007
1007,eth1/14,up,Production-TNT/Network-Centric_ANP/VLAN197_192.168.7.0,ifp-L1007-access-STND-auto,L1007-P14-APC1-Cohesity,accportgrp-ifpg-STND-access-auto,1007
1007,eth1/3,up,Production-TNT/Network-Centric_ANP/VLAN196_192.168.6.0,w7x-cohesity-03_mgmt_ifp,w7x-cohesity-03_mgmt_ifsel,accportgrp-w7x-cohesity_mgmt_ifpg,1007
1007,eth1/9,up,Production-TNT/Network-Centric_ANP/VLAN196_192.168.6.0,w7x-cohesity-09_mgmt_ifp,w7x-cohesity-09_mgmt_ifsel,accportgrp-w7x-cohesity_mgmt_ifpg,1007
1007,eth1/29,down,None (Unbound),BOW7XDCXP001_P1_ifp,eth,accbundle-BOW7XDCXP001_P1_ifpg,1007
1007,eth1/30,down,None (Unbound),BOW7XDCXP001_P1_ifp,eth,accbundle-BOW7XDCXP001_P1_ifpg,1007
1007,eth1/40,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/41,up,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/42,up,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/43,up,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/44,up,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/45,up,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/46,up,Production-TNT/Network-Centric_ANP/VLAN192_192.168.1.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/47,down,Production-TNT/Network-Centric_ANP/VLAN193_192.168.2.0,IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
1007,eth1/48,down,None (Unbound),IDRAC,1007-IDRAC,accportgrp-IDRAC,1007
